model,score_val,pred_time_val,fit_time_marginal,fit_order
WeightedEnsemble,-913.0957007599278,2.6446767693181528,1.63868692799997,8
DirectTabular,-1005.5397184100381,1.4730644226074219,29.408488750457764,3
ChronosWithRegressor[bolt_small],-1145.2030072401208,0.4622344970703125,10.268228769302368,6
RecursiveTabular,-1819.420714191925,0.9022367000579834,25.334989309310913,2
SeasonalNaive,-1907.0776633426678,0.035459280014038086,2.6638553142547607,1
DeepAR,-1944.9934357430714,0.7070446014404297,47.012436389923096,7
Chronos2,-2297.978283459684,2.601328134536743,26.36541223526001,5
DynamicOptimizedTheta,-2784.2513198991537,1.5755643844604492,7.9394309520721436,4
